,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
73,74,Sudan,Africa,129,126,138,20,1.07,14
74,75,Yemen,Middle East,128,126,333,63,2.6,23
75,76,Argentina,Latin America,118,112,213,47,1.81,50
76,77,Oman,Middle East,117,109,339,45,2.9,30
77,78,Ethiopia,Africa,110,109,347,94,3.15,17
78,79,Luxembourg,Western Europe,104,91,275,52,2.64,45
79,80,Latvia,Eastern Europe,100,99,120,70,1.2,18
80,81,Palestine,Middle East,88,80,245,48,2.78,38
81,82,Ghana,Africa,77,75,229,36,2.97,19
82,83,Kuwait,Middle East,77,75,204,26,2.65,40
83,84,Uzbekistan,Asiatic Region,74,73,57,32,0.77,12
84,85,Namibia,Africa,73,69,75,17,1.03,15
85,86,Malta,Western Europe,55,47,109,34,1.98,29
86,87,Lithuania,Eastern Europe,54,52,263,27,4.87,42
87,88,Costa Rica,Latin America,46,42,38,10,0.83,15
88,89,Paraguay,Latin America,43,43,34,7,0.79,11
89,90,Bosnia and Herzegovina,Eastern Europe,42,41,105,11,2.5,23
90,91,Kenya,Africa,42,42,148,19,3.52,15
91,92,Macedonia,Eastern Europe,42,39,46,14,1.1,22
92,93,Uruguay,Latin America,41,38,28,10,0.68,20
93,94,Cuba,Latin America,40,33,144,19,3.6,36
94,95,Mauritius,Africa,35,34,69,8,1.97,12
95,96,Senegal,Africa,30,29,11,7,0.37,10
96,97,Myanmar,Asiatic Region,28,27,57,6,2.04,13
97,98,Brunei Darussalam,Asiatic Region,28,26,58,13,2.07,16
98,99,Tanzania,Africa,27,27,50,3,1.85,9
99,100,Rwanda,Africa,26,26,71,3,2.73,11
100,101,Georgia,Eastern Europe,25,21,117,18,4.68,20
101,102,Uganda,Africa,24,24,80,11,3.33,15
102,103,Albania,Eastern Europe,23,21,15,1,0.65,13
103,104,Iceland,Western Europe,22,21,53,11,2.41,36
104,105,Venezuela,Latin America,22,22,31,8,1.41,33
105,106,Nepal,Asiatic Region,22,22,137,3,6.23,13
106,107,Cameroon,Africa,22,22,107,44,4.86,17
107,108,Botswana,Africa,21,20,14,12,0.67,12
108,109,Belarus,Eastern Europe,20,20,10,3,0.5,21
109,110,Azerbaijan,Eastern Europe,18,18,14,3,0.78,30
110,111,Zimbabwe,Africa,16,16,23,1,1.44,9
111,112,Syrian Arab Republic,Middle East,15,14,41,15,2.73,17
112,113,Trinidad and Tobago,Latin America,13,13,4,2,0.31,12
113,114,Fiji,Pacific Region,13,13,44,26,3.38,21
114,115,Puerto Rico,Latin America,11,11,4,1,0.36,14
115,116,Afghanistan,Asiatic Region,11,11,29,0,2.64,8
116,117,El Salvador,Latin America,11,11,34,5,3.09,7
117,118,Mongolia,Asiatic Region,11,10,30,5,2.73,7
118,119,Moldova,Eastern Europe,10,10,5,2,0.5,7
119,120,Cambodia,Asiatic Region,10,10,10,1,1.0,4
120,121,Tajikistan,Asiatic Region,10,10,12,12,1.2,5
121,122,Armenia,Eastern Europe,9,8,5,2,0.56,9
122,123,Liechtenstein,Western Europe,8,8,11,1,1.38,10
123,124,Benin,Africa,8,8,5,4,0.63,6
124,125,Somalia,Africa,8,8,1,0,0.13,1
125,126,Honduras,Latin America,8,8,22,22,2.75,8
126,127,Mauritania,Africa,7,7,2,0,0.29,1
127,128,Montenegro,Eastern Europe,7,7,5,1,0.71,11
128,129,Jamaica,Latin America,7,7,1,0,0.14,10
129,130,North Korea,Asiatic Region,7,7,15,0,2.14,9
130,131,Malawi,Africa,6,6,5,0,0.83,4
131,132,Panama,Latin America,5,5,9,1,1.8,9
132,133,Kyrgyzstan,Asiatic Region,5,4,4,1,0.8,3
133,134,Bhutan,Asiatic Region,5,5,28,1,5.6,5
134,135,Democratic Republic Congo,Africa,5,5,5,3,1.0,2
135,136,Zambia,Africa,5,5,6,0,1.2,6
136,137,Dominican Republic,Latin America,4,4,1,0,0.25,3
137,138,Madagascar,Africa,4,4,3,0,0.75,3
138,139,Bolivia,Latin America,4,4,0,0,0.0,6
139,140,Côte d’Ivoire,Africa,3,3,6,0,2.0,4
140,141,Guatemala,Latin America,3,3,1,0,0.33,6
141,142,Papua New Guinea,Pacific Region,3,3,2,0,0.67,9
142,143,Barbados,Latin America,3,3,1,0,0.33,4
143,144,Gambia,Africa,3,3,3,0,1.0,1
144,145,Angola,Africa,2,2,0,0,0.0,2
145,146,Sierra Leone,Africa,2,2,0,0,0.0,3
146,147,Burkina Faso,Africa,2,2,1,1,0.5,3
147,148,Swaziland,Africa,2,2,15,6,7.5,6
148,149,Chad,Africa,2,2,0,0,0.0,3
149,150,Togo,Africa,2,2,0,0,0.0,1
150,151,Timor-Leste,Asiatic Region,2,2,1,0,0.5,1
151,152,Turkmenistan,Asiatic Region,2,2,4,4,2.0,2
152,153,Burundi,Africa,2,2,43,0,21.5,4
153,154,Bahamas,Latin America,2,2,0,0,0.0,1
154,155,Liberia,Africa,2,2,0,0,0.0,1
155,156,Guyana,Latin America,1,1,0,0,0.0,2
156,157,Mali,Africa,1,1,2,1,2.0,3
157,158,Faroe Islands,Western Europe,1,1,14,0,14.0,3
158,159,Laos,Asiatic Region,1,1,1,0,1.0,5
159,160,Virgin Islands (U.S.),Latin America,1,1,0,0,0.0,0
160,161,San Marino,Western Europe,1,1,0,0,0.0,1
161,162,Samoa,Pacific Region,1,1,0,0,0.0,0
162,163,Eritrea,Africa,1,1,0,0,0.0,1
163,164,Gibraltar,Western Europe,1,1,1,0,1.0,1
164,165,New Caledonia,Pacific Region,1,1,0,0,0.0,7
165,166,Mozambique,Africa,1,1,1,1,1.0,2
