,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
31,32,Romania,Eastern Europe,169,168,1185,237,7.01,70
32,33,Ireland,Western Europe,167,162,2113,222,12.65,87
33,34,Hungary,Eastern Europe,160,159,2005,267,12.53,71
34,35,New Zealand,Pacific Region,130,128,3026,277,23.28,95
35,36,Croatia,Eastern Europe,114,114,413,83,3.62,50
36,37,Bulgaria,Eastern Europe,108,108,348,47,3.22,39
37,38,Denmark,Western Europe,108,105,1078,130,9.98,92
38,39,Norway,Western Europe,91,86,2026,180,22.26,80
39,40,Russian Federation,Eastern Europe,84,83,901,175,10.73,69
40,41,South Africa,Africa,83,82,1221,162,14.71,69
41,42,Egypt,Africa/Middle East,71,69,623,113,8.77,100
42,43,Slovenia,Eastern Europe,71,71,1284,211,18.08,87
43,44,Thailand,Asiatic Region,70,69,1279,100,18.27,62
44,45,Slovakia,Eastern Europe,59,56,582,183,9.86,61
45,46,Ukraine,Eastern Europe,58,57,217,112,3.74,35
46,47,Argentina,Latin America,55,55,453,92,8.24,50
47,48,Serbia,Eastern Europe,53,53,339,77,6.4,60
48,49,Algeria,Africa,43,43,662,71,15.4,64
49,50,Pakistan,Asiatic Region,40,40,300,37,7.5,83
50,51,Saudi Arabia,Middle East,38,38,627,87,16.5,116
51,52,Tunisia,Africa,35,35,310,100,8.86,52
52,53,United Arab Emirates,Middle East,34,33,472,30,13.88,62
53,54,Chile,Latin America,33,33,880,143,26.67,69
54,55,Lithuania,Eastern Europe,32,31,294,82,9.19,42
55,56,Colombia,Latin America,28,27,373,60,13.32,50
56,57,Venezuela,Latin America,25,25,250,13,10.0,33
57,58,Jordan,Middle East,25,25,309,29,12.36,67
58,59,Morocco,Africa,24,24,153,30,6.38,45
59,60,Viet Nam,Asiatic Region,22,22,455,83,20.68,67
60,61,Luxembourg,Western Europe,21,21,188,52,8.95,45
61,62,Estonia,Eastern Europe,21,21,108,55,5.14,29
62,63,Cyprus,Western Europe,21,20,200,33,9.52,39
63,64,Belarus,Eastern Europe,16,16,83,14,5.19,21
64,65,Oman,Middle East,14,14,262,14,18.71,30
65,66,Macao,Asiatic Region,12,12,70,8,5.83,78
66,67,Puerto Rico,Latin America,12,12,48,6,4.0,14
67,68,Latvia,Eastern Europe,11,11,131,18,11.91,18
68,69,Trinidad and Tobago,Latin America,11,10,31,2,2.82,12
69,70,Lebanon,Middle East,10,10,53,4,5.3,39
70,71,Indonesia,Asiatic Region,10,10,52,14,5.2,45
71,72,Kuwait,Middle East,10,10,308,2,30.8,40
72,73,Cuba,Latin America,9,9,19,4,2.11,36
73,74,Macedonia,Eastern Europe,9,9,30,10,3.33,22
74,75,Iceland,Western Europe,8,8,82,9,10.25,36
75,76,Nigeria,Africa,7,7,32,4,4.57,34
76,77,Iraq,Middle East,7,7,18,6,2.57,45
77,78,Malta,Western Europe,6,6,59,5,9.83,29
78,79,Bangladesh,Asiatic Region,6,6,13,0,2.17,50
79,80,Bosnia and Herzegovina,Eastern Europe,6,6,10,5,1.67,23
80,81,Qatar,Middle East,5,5,84,8,16.8,71
81,82,Ghana,Africa,5,5,7,0,1.4,19
82,83,Myanmar,Asiatic Region,5,5,13,0,2.6,13
83,84,Philippines,Asiatic Region,5,5,141,19,28.2,31
84,85,Sri Lanka,Asiatic Region,4,4,25,4,6.25,27
85,86,Nepal,Asiatic Region,4,4,17,0,4.25,13
86,87,Fiji,Pacific Region,4,4,16,2,4.0,21
87,88,Bahrain,Middle East,4,4,30,1,7.5,20
88,89,Uruguay,Latin America,4,4,38,9,9.5,20
89,90,Palestine,Middle East,3,3,14,3,4.67,38
90,91,Jamaica,Latin America,3,3,139,9,46.33,10
91,92,Kenya,Africa,3,3,3,0,1.0,15
92,93,Bhutan,Asiatic Region,3,3,19,0,6.33,5
93,94,Senegal,Africa,3,3,18,0,6.0,10
94,95,Costa Rica,Latin America,3,3,5,0,1.67,15
95,96,Georgia,Eastern Europe,3,3,8,0,2.67,20
96,97,Azerbaijan,Eastern Europe,2,2,211,1,105.5,30
97,98,Mongolia,Asiatic Region,2,2,2,0,1.0,7
98,99,Rwanda,Africa,2,2,0,0,0.0,11
99,100,Cameroon,Africa,2,2,5,2,2.5,17
100,101,Madagascar,Africa,1,1,5,2,5.0,3
101,102,Afghanistan,Asiatic Region,1,1,3,3,3.0,8
102,103,Cambodia,Asiatic Region,1,1,23,0,23.0,4
103,104,Albania,Eastern Europe,1,1,0,0,0.0,13
104,105,Sudan,Africa,1,1,8,0,8.0,14
105,106,Ecuador,Latin America,1,1,2,1,2.0,30
106,107,Montenegro,Eastern Europe,1,1,0,0,0.0,11
107,108,Martinique,Latin America,1,1,7,0,7.0,2
108,109,Peru,Latin America,1,1,0,0,0.0,21
109,110,Mauritius,Africa,1,1,0,0,0.0,12
110,111,Syrian Arab Republic,Middle East,1,1,0,0,0.0,17
111,112,Botswana,Africa,1,1,0,0,0.0,12
112,113,Maldives,Asiatic Region,1,1,1,0,1.0,5
113,114,Bolivia,Latin America,1,1,1,0,1.0,6
114,115,Moldova,Eastern Europe,1,1,3,3,3.0,7
115,116,Yemen,Middle East,1,1,3,2,3.0,23
116,117,Monaco,Western Europe,1,1,1,0,1.0,1
117,118,Uganda,Africa,1,1,0,0,0.0,15
118,119,Liechtenstein,Western Europe,1,1,10,0,10.0,10
119,120,Libya,Africa,1,1,0,0,0.0,15
120,121,Niger,Africa,1,1,4,1,4.0,3
121,122,Andorra,Western Europe,1,1,0,0,0.0,1
122,123,North Korea,Asiatic Region,1,1,7,0,7.0,9
123,124,Guatemala,Latin America,1,1,0,0,0.0,6
