,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
112,113,Tajikistan,Asiatic Region,1,1,2,0,2.0,5
113,114,Turkmenistan,Asiatic Region,1,1,32,10,32.0,2
114,115,New Caledonia,Pacific Region,1,1,6,2,6.0,7
115,116,Tanzania,Africa,1,1,26,0,26.0,9
116,117,Guatemala,Latin America,1,1,6,6,6.0,6
117,118,Namibia,Africa,1,1,4,0,4.0,15
118,119,Honduras,Latin America,1,1,50,1,50.0,8
119,120,Laos,Asiatic Region,1,1,0,0,0.0,5
120,121,Afghanistan,Asiatic Region,1,1,1,0,1.0,8
121,122,Dominican Republic,Latin America,1,1,0,0,0.0,3
122,123,Uzbekistan,Asiatic Region,1,1,0,0,0.0,12
123,124,French Polynesia,Pacific Region,1,1,0,0,0.0,2
124,125,Haïti,Latin America,1,1,0,0,0.0,1
125,126,Cameroon,Africa,1,1,9,3,9.0,17
126,127,Panama,Latin America,1,1,23,0,23.0,9
127,128,Botswana,Africa,1,1,1,0,1.0,12
128,129,Mozambique,Africa,1,1,2,0,2.0,2
129,130,Bolivia,Latin America,1,1,3,0,3.0,6
130,131,Kyrgyzstan,Asiatic Region,1,1,0,0,0.0,3
