,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
108,109,Trinidad and Tobago,Latin America,4,4,20,4,5.0,12
109,110,Panama,Latin America,4,4,31,5,7.75,9
110,111,Nepal,Asiatic Region,3,3,12,6,4.0,13
111,112,Namibia,Africa,3,3,22,6,7.33,15
112,113,Moldova,Eastern Europe,3,3,4,1,1.33,7
113,114,Liechtenstein,Western Europe,3,3,8,3,2.67,10
114,115,Rwanda,Africa,3,3,9,0,3.0,11
115,116,Jamaica,Latin America,3,3,7,0,2.33,10
116,117,Brunei Darussalam,Asiatic Region,3,3,26,10,8.67,16
117,118,Tanzania,Africa,3,3,24,4,8.0,9
118,119,Yemen,Middle East,3,3,47,1,15.67,23
119,120,Armenia,Eastern Europe,3,3,140,0,46.67,9
120,121,Guatemala,Latin America,2,2,7,2,3.5,6
121,122,Cambodia,Asiatic Region,2,2,4,0,2.0,4
122,123,Zambia,Africa,2,2,4,1,2.0,6
123,124,Barbados,Latin America,2,2,183,0,91.5,4
124,125,Madagascar,Africa,1,1,0,0,0.0,3
125,126,Bolivia,Latin America,1,1,8,0,8.0,6
126,127,Zimbabwe,Africa,1,1,0,0,0.0,9
127,128,Nicaragua,Latin America,1,1,2,0,2.0,2
128,129,Benin,Africa,1,1,7,0,7.0,6
129,130,Mauritania,Africa,1,1,0,0,0.0,1
130,131,Burkina Faso,Africa,1,1,0,0,0.0,3
131,132,Uzbekistan,Asiatic Region,1,1,2,1,2.0,12
132,133,Papua New Guinea,Pacific Region,1,1,15,2,15.0,9
133,134,Angola,Africa,1,1,3,3,3.0,2
134,135,Samoa,Pacific Region,1,1,0,0,0.0,0
135,136,Faroe Islands,Western Europe,1,1,6,0,6.0,3
136,137,Liberia,Africa,1,1,2,0,2.0,1
137,138,Cameroon,Africa,1,1,1,0,1.0,17
138,139,El Salvador,Latin America,1,1,0,0,0.0,7
139,140,Lesotho,Africa,1,1,0,0,0.0,4
140,141,Belize,Latin America,1,1,0,0,0.0,2
