,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
70,71,Cyprus,Western Europe,39,38,375,69,9.62,39
71,72,Kazakhstan,Asiatic Region,34,33,87,51,2.56,23
72,73,Kuwait,Middle East,34,26,505,11,14.85,40
73,74,Bangladesh,Asiatic Region,31,30,448,65,14.45,50
74,75,Lebanon,Middle East,31,31,307,28,9.9,39
75,76,Macedonia,Eastern Europe,30,27,112,25,3.73,22
76,77,Nigeria,Africa,28,28,73,8,2.61,34
77,78,Ecuador,Latin America,23,23,178,22,7.74,30
78,79,Bosnia and Herzegovina,Eastern Europe,20,20,255,14,12.75,23
79,80,Namibia,Africa,19,19,49,15,2.58,15
80,81,Uruguay,Latin America,18,18,24,3,1.33,20
81,82,Oman,Middle East,18,18,168,7,9.33,30
82,83,Costa Rica,Latin America,15,15,52,14,3.47,15
83,84,Iceland,Western Europe,15,14,208,16,13.87,36
84,85,Peru,Latin America,12,11,141,13,11.75,21
85,86,Bahrain,Middle East,11,11,173,7,15.73,20
86,87,Malta,Western Europe,10,10,102,28,10.2,29
87,88,Brunei Darussalam,Asiatic Region,9,9,44,9,4.89,16
88,89,Kenya,Africa,9,9,20,3,2.22,15
89,90,Belarus,Eastern Europe,8,8,34,1,4.25,21
90,91,Fiji,Pacific Region,8,8,81,51,10.13,21
91,92,Nepal,Asiatic Region,8,8,27,4,3.38,13
92,93,Azerbaijan,Eastern Europe,8,8,96,37,12.0,30
93,94,Libya,Africa,8,8,25,10,3.13,15
94,95,Panama,Latin America,8,8,14,8,1.75,9
95,96,Ghana,Africa,7,7,39,6,5.57,19
96,97,Palestine,Middle East,6,6,42,8,7.0,38
97,98,Senegal,Africa,5,5,53,4,10.6,10
98,99,Cameroon,Africa,5,5,23,5,4.6,17
99,100,Albania,Eastern Europe,5,5,47,9,9.4,13
100,101,Ethiopia,Africa,4,4,8,1,2.0,17
101,102,Montenegro,Eastern Europe,4,4,125,34,31.25,11
102,103,Syrian Arab Republic,Middle East,4,4,13,1,3.25,17
103,104,Trinidad and Tobago,Latin America,4,4,0,0,0.0,12
104,105,Puerto Rico,Latin America,4,4,3,0,0.75,14
105,106,Sudan,Africa,3,3,36,0,12.0,14
106,107,Uganda,Africa,3,3,57,0,19.0,15
107,108,Armenia,Eastern Europe,3,3,8,6,2.67,9
108,109,Paraguay,Latin America,3,3,5,1,1.67,11
109,110,Botswana,Africa,3,3,0,0,0.0,12
110,111,Swaziland,Africa,3,3,8,0,2.67,6
111,112,Jamaica,Latin America,2,2,0,0,0.0,10
112,113,Madagascar,Africa,2,2,0,0,0.0,3
113,114,Moldova,Eastern Europe,2,2,6,5,3.0,7
114,115,Georgia,Eastern Europe,2,2,3,0,1.5,20
115,116,Angola,Africa,2,2,0,0,0.0,2
116,117,Mauritius,Africa,2,2,8,1,4.0,12
117,118,Guatemala,Latin America,2,2,1,1,0.5,6
118,119,Bolivia,Latin America,2,2,1,1,0.5,6
119,120,Tanzania,Africa,2,2,11,2,5.5,9
120,121,Dominican Republic,Latin America,2,2,0,0,0.0,3
121,122,Yemen,Middle East,2,2,69,5,34.5,23
122,123,Zimbabwe,Africa,2,2,0,0,0.0,9
123,124,North Korea,Asiatic Region,2,2,9,0,4.5,9
124,125,Laos,Asiatic Region,1,1,2,0,2.0,5
125,126,Papua New Guinea,Pacific Region,1,1,16,7,16.0,9
126,127,Cambodia,Asiatic Region,1,1,0,0,0.0,4
127,128,Liberia,Africa,1,1,0,0,0.0,1
128,129,Reunion,Africa,1,1,29,0,29.0,1
129,130,Guyana,Latin America,1,1,1,0,1.0,2
130,131,Rwanda,Africa,1,1,2,0,2.0,11
131,132,Guadeloupe,Latin America,1,1,2,0,2.0,3
132,133,Mozambique,Africa,1,1,1,0,1.0,2
133,134,Mongolia,Asiatic Region,1,1,3,0,3.0,7
134,135,Liechtenstein,Western Europe,1,1,0,0,0.0,10
