,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
116,117,Guatemala,Latin America,5,5,15,8,3.0,6
117,118,Mauritius,Africa,5,5,19,8,3.8,12
118,119,Madagascar,Africa,5,5,8,8,1.6,3
119,120,Jamaica,Latin America,4,4,23,3,5.75,10
120,121,Panama,Latin America,4,4,38,0,9.5,9
121,122,Fiji,Pacific Region,4,4,38,27,9.5,21
122,123,Syrian Arab Republic,Middle East,3,3,27,1,9.0,17
123,124,North Korea,Asiatic Region,3,3,50,7,16.67,9
124,125,Rwanda,Africa,3,3,18,0,6.0,11
125,126,Zambia,Africa,3,3,12,0,4.0,6
126,127,Bolivia,Latin America,3,3,16,1,5.33,6
127,128,Laos,Asiatic Region,2,1,9,0,4.5,5
128,129,Mozambique,Africa,2,2,2,0,1.0,2
129,130,Chad,Africa,2,2,39,0,19.5,3
130,131,Papua New Guinea,Pacific Region,2,2,20,4,10.0,9
131,132,El Salvador,Latin America,2,1,7,0,3.5,7
132,133,Afghanistan,Asiatic Region,2,2,4,1,2.0,8
133,134,Honduras,Latin America,2,2,2,0,1.0,8
134,135,Eritrea,Africa,1,1,1,0,1.0,1
135,136,Liechtenstein,Western Europe,1,1,2,0,2.0,10
136,137,Côte d’Ivoire,Africa,1,1,4,0,4.0,4
137,138,French Polynesia,Pacific Region,1,1,0,0,0.0,2
138,139,Belize,Latin America,1,1,3,0,3.0,2
139,140,Guam,Pacific Region,1,1,0,0,0.0,1
140,141,Swaziland,Africa,1,1,48,0,48.0,6
141,142,New Caledonia,Pacific Region,1,1,3,2,3.0,7
142,143,Cambodia,Asiatic Region,1,1,14,2,14.0,4
143,144,Mali,Africa,1,1,31,3,31.0,3
144,145,Lesotho,Africa,1,1,7,1,7.0,4
145,146,Dominican Republic,Latin America,1,1,1,0,1.0,3
