,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
32,33,Finland,Western Europe,284,278,5624,698,19.8,142
33,34,New Zealand,Pacific Region,226,208,2374,474,10.5,95
34,35,Denmark,Western Europe,223,207,3947,534,17.7,92
35,36,Russian Federation,Eastern Europe,201,197,1700,588,8.46,69
36,37,Thailand,Asiatic Region,191,185,1659,262,8.69,62
37,38,Norway,Western Europe,182,177,2190,268,12.03,80
38,39,Viet Nam,Asiatic Region,182,180,1425,314,7.83,67
39,40,South Africa,Africa,178,160,1654,326,9.29,69
40,41,Ireland,Western Europe,175,171,2290,344,13.09,87
41,42,Slovakia,Eastern Europe,173,168,1378,495,7.97,61
42,43,Saudi Arabia,Middle East,164,163,3719,410,22.68,116
43,44,Colombia,Latin America,152,150,904,123,5.95,50
44,45,Egypt,Africa/Middle East,150,148,1973,276,13.15,100
45,46,Slovenia,Eastern Europe,137,129,3403,515,24.84,87
46,47,Algeria,Africa,127,127,2054,214,16.17,64
47,48,Serbia,Eastern Europe,125,119,1700,412,13.6,60
48,49,Tunisia,Africa,121,118,1207,389,9.98,52
49,50,Pakistan,Asiatic Region,118,118,2921,633,24.75,83
50,51,Indonesia,Asiatic Region,105,104,736,239,7.01,45
51,52,Chile,Latin America,99,98,1853,352,18.72,69
52,53,Argentina,Latin America,96,90,2082,165,21.69,50
53,54,Macao,Asiatic Region,88,86,2421,129,27.51,78
54,55,Bulgaria,Eastern Europe,84,82,321,87,3.82,39
55,56,Ukraine,Eastern Europe,78,78,565,353,7.24,35
56,57,Qatar,Middle East,76,64,1511,140,19.88,71
57,58,Lithuania,Eastern Europe,72,57,552,137,7.67,42
58,59,United Arab Emirates,Middle East,71,69,904,111,12.73,62
59,60,Morocco,Africa,71,68,298,110,4.2,45
60,61,Croatia,Eastern Europe,52,50,956,132,18.38,50
61,62,Cyprus,Western Europe,51,46,565,62,11.08,39
62,63,Luxembourg,Western Europe,51,35,605,81,11.86,45
63,64,Bangladesh,Asiatic Region,48,47,690,72,14.38,50
64,65,Estonia,Eastern Europe,46,43,237,65,5.15,29
65,66,Latvia,Eastern Europe,44,43,146,70,3.32,18
66,67,Lebanon,Middle East,37,36,664,46,17.95,39
67,68,Jordan,Middle East,28,28,302,38,10.79,67
68,69,Iraq,Middle East,24,24,194,34,8.08,45
69,70,Cuba,Latin America,24,24,290,40,12.08,36
70,71,Malta,Western Europe,23,23,459,74,19.96,29
71,72,Philippines,Asiatic Region,21,21,137,14,6.52,31
72,73,Venezuela,Latin America,18,18,210,12,11.67,33
73,74,Macedonia,Eastern Europe,18,16,138,7,7.67,22
74,75,Iceland,Western Europe,16,14,235,15,14.69,36
75,76,Oman,Middle East,16,16,77,9,4.81,30
76,77,Peru,Latin America,15,15,112,16,7.47,21
77,78,Kuwait,Middle East,15,15,200,9,13.33,40
78,79,Uruguay,Latin America,13,13,85,21,6.54,20
79,80,Sri Lanka,Asiatic Region,13,13,59,6,4.54,27
80,81,Nigeria,Africa,13,13,108,21,8.31,34
81,82,Bahrain,Middle East,11,11,75,11,6.82,20
82,83,Belarus,Eastern Europe,11,11,77,7,7.0,21
83,84,Bosnia and Herzegovina,Eastern Europe,11,10,182,12,16.55,23
84,85,Costa Rica,Latin America,11,10,39,16,3.55,15
85,86,Albania,Eastern Europe,9,9,46,4,5.11,13
86,87,Azerbaijan,Eastern Europe,9,9,1002,27,111.33,30
87,88,Paraguay,Latin America,8,6,18,2,2.25,11
88,89,Ethiopia,Africa,8,8,20,3,2.5,17
89,90,Kazakhstan,Asiatic Region,8,8,142,28,17.75,23
90,91,Ecuador,Latin America,8,7,17,5,2.13,30
91,92,Fiji,Pacific Region,7,7,79,26,11.29,21
92,93,Palestine,Middle East,6,6,128,1,21.33,38
93,94,Libya,Africa,5,5,124,2,24.8,15
94,95,Uganda,Africa,5,5,15,1,3.0,15
95,96,Syrian Arab Republic,Middle East,4,4,149,4,37.25,17
96,97,Cameroon,Africa,4,4,21,2,5.25,17
97,98,Jamaica,Latin America,4,4,3,0,0.75,10
98,99,Moldova,Eastern Europe,4,4,24,6,6.0,7
99,100,Yemen,Middle East,4,4,143,6,35.75,23
100,101,Tanzania,Africa,3,3,24,2,8.0,9
101,102,Madagascar,Africa,3,3,5,3,1.67,3
102,103,Montenegro,Eastern Europe,3,3,25,11,8.33,11
103,104,Ghana,Africa,3,3,328,4,109.33,19
104,105,Kenya,Africa,3,3,13,1,4.33,15
105,106,Namibia,Africa,3,3,49,6,16.33,15
106,107,Brunei Darussalam,Asiatic Region,3,3,7,2,2.33,16
107,108,Botswana,Africa,3,3,7,0,2.33,12
108,109,Puerto Rico,Latin America,2,2,6,0,3.0,14
109,110,New Caledonia,Pacific Region,2,2,7,6,3.5,7
110,111,Rwanda,Africa,2,2,3,0,1.5,11
111,112,Mongolia,Asiatic Region,2,2,9,1,4.5,7
112,113,Sudan,Africa,2,2,52,1,26.0,14
113,114,Trinidad and Tobago,Latin America,2,2,2,0,1.0,12
114,115,Panama,Latin America,2,2,49,1,24.5,9
115,116,Laos,Asiatic Region,1,1,0,0,0.0,5
116,117,San Marino,Western Europe,1,1,4,0,4.0,1
117,118,Guatemala,Latin America,1,1,5,0,5.0,6
118,119,Guadeloupe,Latin America,1,1,4,0,4.0,3
119,120,Zambia,Africa,1,1,0,0,0.0,6
120,121,Liechtenstein,Western Europe,1,1,0,0,0.0,10
121,122,Myanmar,Asiatic Region,1,1,0,0,0.0,13
122,123,Christmas Island,Pacific Region,1,1,0,0,0.0,0
123,124,Côte d’Ivoire,Africa,1,1,47,0,47.0,4
124,125,Mauritius,Africa,1,1,2,0,2.0,12
125,126,Bolivia,Latin America,1,1,6,0,6.0,6
126,127,Malawi,Africa,1,1,0,0,0.0,4
127,128,Benin,Africa,1,1,5,0,5.0,6
128,129,Zimbabwe,Africa,1,1,0,0,0.0,9
129,130,Barbados,Latin America,1,1,49,1,49.0,4
130,131,Senegal,Africa,1,1,2,2,2.0,10
131,132,El Salvador,Latin America,1,1,3,0,3.0,7
