,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
77,78,Puerto Rico,Latin America,8,8,17,0,2.13,14
78,79,Peru,Latin America,7,7,4,3,0.57,21
79,80,Oman,Middle East,7,7,43,3,6.14,30
80,81,Nepal,Asiatic Region,6,6,5,4,0.83,13
81,82,Sri Lanka,Asiatic Region,6,6,54,1,9.0,27
82,83,Bosnia and Herzegovina,Eastern Europe,6,6,31,6,5.17,23
83,84,Moldova,Eastern Europe,5,5,27,8,5.4,7
84,85,Libya,Africa,5,5,50,3,10.0,15
85,86,Palestine,Middle East,5,5,69,0,13.8,38
86,87,Paraguay,Latin America,5,5,8,2,1.6,11
87,88,Uruguay,Latin America,5,5,45,4,9.0,20
88,89,Belarus,Eastern Europe,4,4,124,8,31.0,21
89,90,Azerbaijan,Eastern Europe,4,4,0,0,0.0,30
90,91,Malta,Western Europe,4,4,19,4,4.75,29
91,92,Syrian Arab Republic,Middle East,4,4,19,6,4.75,17
92,93,Bahrain,Middle East,4,4,8,3,2.0,20
93,94,Georgia,Eastern Europe,4,4,9,2,2.25,20
94,95,Afghanistan,Asiatic Region,3,3,3,0,1.0,8
95,96,Ethiopia,Africa,3,3,9,0,3.0,17
96,97,Mongolia,Asiatic Region,3,3,2,0,0.67,7
97,98,Rwanda,Africa,3,3,1,0,0.33,11
98,99,Costa Rica,Latin America,3,3,1,0,0.33,15
99,100,Botswana,Africa,3,3,6,0,2.0,12
100,101,Ghana,Africa,2,2,1,0,0.5,19
101,102,Mauritius,Africa,2,2,0,0,0.0,12
102,103,Panama,Latin America,2,2,1,0,0.5,9
103,104,Philippines,Asiatic Region,2,2,2,2,1.0,31
104,105,Myanmar,Asiatic Region,2,2,1,1,0.5,13
105,106,Jamaica,Latin America,2,2,8,0,4.0,10
106,107,Liechtenstein,Western Europe,2,2,9,0,4.5,10
107,108,Sudan,Africa,2,2,60,0,30.0,14
108,109,Senegal,Africa,2,2,2,2,1.0,10
109,110,North Korea,Asiatic Region,2,2,18,1,9.0,9
110,111,Uganda,Africa,2,2,1,0,0.5,15
111,112,Kenya,Africa,1,1,64,0,64.0,15
112,113,Benin,Africa,1,1,3,0,3.0,6
113,114,Fiji,Pacific Region,1,1,70,1,70.0,21
114,115,San Marino,Western Europe,1,1,0,0,0.0,1
115,116,Honduras,Latin America,1,1,1,1,1.0,8
116,117,Grenada,Latin America,1,1,0,0,0.0,0
117,118,Kazakhstan,Asiatic Region,1,1,26,26,26.0,23
118,119,Barbados,Latin America,1,1,0,0,0.0,4
119,120,Maldives,Asiatic Region,1,1,14,0,14.0,5
120,121,Cambodia,Asiatic Region,1,1,0,0,0.0,4
121,122,Papua New Guinea,Pacific Region,1,1,0,0,0.0,9
122,123,Kyrgyzstan,Asiatic Region,1,1,0,0,0.0,3
123,124,French Guiana,Latin America,1,1,0,0,0.0,2
124,125,Armenia,Eastern Europe,1,1,17,3,17.0,9
125,126,British Indian Ocean Territory,Africa,1,1,0,0,0.0,0
126,127,Côte d’Ivoire,Africa,1,1,2,0,2.0,4
127,128,French Polynesia,Pacific Region,1,1,1,0,1.0,2
128,129,Albania,Eastern Europe,1,1,7,2,7.0,13
