,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
87,88,Fiji,Pacific Region,36,36,121,58,3.36,21
88,89,Ethiopia,Africa,35,35,178,24,5.09,17
89,90,Montenegro,Eastern Europe,35,34,174,43,4.97,11
90,91,Nepal,Asiatic Region,31,31,120,10,3.87,13
91,92,Senegal,Africa,31,31,82,17,2.65,10
92,93,Namibia,Africa,29,28,50,15,1.72,15
93,94,Uruguay,Latin America,29,29,81,21,2.79,20
94,95,Cameroon,Africa,25,24,252,15,10.08,17
95,96,El Salvador,Latin America,25,25,25,3,1.0,7
96,97,Iceland,Western Europe,18,18,333,15,18.5,36
97,98,Sudan,Africa,17,17,108,5,6.35,14
98,99,Albania,Eastern Europe,17,16,56,17,3.29,13
99,100,Yemen,Middle East,17,17,131,14,7.71,23
100,101,Mauritius,Africa,16,13,101,20,6.31,12
101,102,Georgia,Eastern Europe,15,14,207,26,13.8,20
102,103,Libya,Africa,14,14,45,19,3.21,15
103,104,Belarus,Eastern Europe,14,14,32,7,2.29,21
104,105,Azerbaijan,Eastern Europe,14,14,196,40,14.0,30
105,106,Ghana,Africa,13,12,230,10,17.69,19
106,107,Rwanda,Africa,12,10,63,2,5.25,11
107,108,Paraguay,Latin America,11,11,12,2,1.09,11
108,109,Botswana,Africa,11,11,16,2,1.45,12
109,110,Puerto Rico,Latin America,11,11,54,10,4.91,14
110,111,Uganda,Africa,10,10,41,8,4.1,15
111,112,Brunei Darussalam,Asiatic Region,10,9,71,12,7.1,16
112,113,Tanzania,Africa,9,9,33,8,3.67,9
113,114,Syrian Arab Republic,Middle East,8,8,69,22,8.63,17
114,115,Zimbabwe,Africa,7,7,28,2,4.0,9
115,116,Bhutan,Asiatic Region,7,7,10,1,1.43,5
116,117,Panama,Latin America,7,7,8,3,1.14,9
117,118,Armenia,Eastern Europe,6,6,33,3,5.5,9
118,119,Côte d’Ivoire,Africa,5,5,6,1,1.2,4
119,120,Uzbekistan,Asiatic Region,5,5,22,21,4.4,12
120,121,Bolivia,Latin America,4,3,5,2,1.25,6
121,122,Guatemala,Latin America,4,4,14,8,3.5,6
122,123,Burkina Faso,Africa,4,4,13,0,3.25,3
123,124,Madagascar,Africa,4,4,3,1,0.75,3
124,125,Zambia,Africa,4,4,13,1,3.25,6
125,126,Nicaragua,Latin America,3,3,2,1,0.67,2
126,127,Liechtenstein,Western Europe,3,3,33,2,11.0,10
127,128,Afghanistan,Asiatic Region,3,3,16,0,5.33,8
128,129,Honduras,Latin America,3,3,48,1,16.0,8
129,130,Mongolia,Asiatic Region,3,3,10,2,3.33,7
130,131,North Korea,Asiatic Region,3,3,31,5,10.33,9
131,132,Jamaica,Latin America,3,3,5,3,1.67,10
132,133,Benin,Africa,2,2,3,0,1.5,6
133,134,Guadeloupe,Latin America,2,2,32,2,16.0,3
134,135,Cambodia,Asiatic Region,2,2,6,1,3.0,4
135,136,Djibouti,Africa,2,2,15,0,7.5,1
136,137,Monaco,Western Europe,1,1,1,0,1.0,1
137,138,South Georgia and the South Sandwich Islands,Latin America,1,1,0,0,0.0,0
138,139,Trinidad and Tobago,Latin America,1,1,3,1,3.0,12
139,140,Congo,Africa,1,1,1,1,1.0,2
140,141,Lesotho,Africa,1,1,0,0,0.0,4
141,142,Dominican Republic,Latin America,1,1,8,0,8.0,3
142,143,Saint Lucia,Latin America,1,1,0,0,0.0,0
143,144,Papua New Guinea,Pacific Region,1,1,14,1,14.0,9
144,145,French Guiana,Latin America,1,1,3,1,3.0,2
145,146,Guam,Pacific Region,1,1,1,0,1.0,1
146,147,Cape Verde,Africa,1,1,0,0,0.0,1
147,148,Kyrgyzstan,Asiatic Region,1,1,0,0,0.0,3
148,149,Malawi,Africa,1,1,1,1,1.0,4
149,150,Barbados,Latin America,1,1,4,0,4.0,4
150,151,Maldives,Asiatic Region,1,1,5,0,5.0,5
151,152,Gabon,Africa,1,1,2,2,2.0,3
152,153,Andorra,Western Europe,1,1,18,0,18.0,1
153,154,Swaziland,Africa,1,1,19,0,19.0,6
154,155,Moldova,Eastern Europe,1,1,3,3,3.0,7
155,156,Timor-Leste,Asiatic Region,1,1,0,0,0.0,1
