,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
68,69,Macao,Asiatic Region,160,158,1849,158,11.56,78
69,70,Estonia,Eastern Europe,141,138,654,149,4.64,29
70,71,Cyprus,Western Europe,134,120,629,85,4.69,39
71,72,Lithuania,Eastern Europe,128,111,264,68,2.06,42
72,73,Slovenia,Eastern Europe,125,120,1122,171,8.98,87
73,74,Myanmar,Asiatic Region,117,110,245,13,2.09,13
74,75,Oman,Middle East,116,112,389,84,3.35,30
75,76,Lebanon,Middle East,112,106,727,88,6.49,39
76,77,Latvia,Eastern Europe,105,100,175,95,1.67,18
77,78,Bahrain,Middle East,104,98,250,38,2.4,20
78,79,Luxembourg,Western Europe,93,88,869,95,9.34,45
79,80,Libya,Africa,93,93,226,61,2.43,15
80,81,Bosnia and Herzegovina,Eastern Europe,74,73,159,29,2.15,23
81,82,Kuwait,Middle East,61,60,550,71,9.02,40
82,83,Mauritius,Africa,59,58,89,17,1.51,12
83,84,Palestine,Middle East,57,51,805,76,14.12,38
84,85,Malta,Western Europe,55,47,290,31,5.27,29
85,86,Kenya,Africa,51,51,115,23,2.25,15
86,87,Ethiopia,Africa,46,46,154,44,3.35,17
87,88,Macedonia,Eastern Europe,39,37,129,17,3.31,22
88,89,Paraguay,Latin America,38,37,22,9,0.58,11
89,90,Brunei Darussalam,Asiatic Region,38,37,138,16,3.63,16
90,91,Ghana,Africa,36,36,284,25,7.89,19
91,92,Namibia,Africa,35,33,85,21,2.43,15
92,93,Cuba,Latin America,35,29,104,14,2.97,36
93,94,Yemen,Middle East,35,35,271,55,7.74,23
94,95,Venezuela,Latin America,34,33,110,13,3.24,33
95,96,Senegal,Africa,33,33,64,16,1.94,10
96,97,Uruguay,Latin America,33,31,81,29,2.45,20
97,98,Belarus,Eastern Europe,33,33,34,5,1.03,21
98,99,Costa Rica,Latin America,32,32,39,12,1.22,15
99,100,Azerbaijan,Eastern Europe,27,26,136,15,5.04,30
100,101,Nepal,Asiatic Region,26,26,133,14,5.12,13
101,102,Uganda,Africa,25,25,138,16,5.52,15
102,103,Cameroon,Africa,24,22,414,45,17.25,17
103,104,Albania,Eastern Europe,23,19,33,9,1.43,13
104,105,Sudan,Africa,23,21,89,3,3.87,14
105,106,Puerto Rico,Latin America,21,21,21,9,1.0,14
106,107,Fiji,Pacific Region,21,20,148,65,7.05,21
107,108,Tanzania,Africa,20,20,72,5,3.6,9
108,109,Afghanistan,Asiatic Region,20,20,109,3,5.45,8
109,110,Syrian Arab Republic,Middle East,20,20,345,3,17.25,17
110,111,Botswana,Africa,16,15,55,2,3.44,12
111,112,Georgia,Eastern Europe,16,15,147,21,9.19,20
112,113,Iceland,Western Europe,15,13,61,14,4.07,36
113,114,Rwanda,Africa,15,15,138,9,9.2,11
114,115,Honduras,Latin America,15,15,61,40,4.07,8
115,116,Zimbabwe,Africa,13,13,20,2,1.54,9
116,117,Moldova,Eastern Europe,13,13,2,2,0.15,7
117,118,Tajikistan,Asiatic Region,12,12,22,16,1.83,5
118,119,Panama,Latin America,10,10,14,1,1.4,9
119,120,Mongolia,Asiatic Region,10,9,11,2,1.1,7
120,121,Montenegro,Eastern Europe,10,10,64,12,6.4,11
121,122,Armenia,Eastern Europe,9,9,42,3,4.67,9
122,123,El Salvador,Latin America,7,7,30,5,4.29,7
123,124,Guatemala,Latin America,6,6,9,3,1.5,6
124,125,Maldives,Asiatic Region,6,6,27,8,4.5,5
125,126,Kyrgyzstan,Asiatic Region,6,6,6,3,1.0,3
126,127,Burkina Faso,Africa,6,6,5,2,0.83,3
127,128,Jamaica,Latin America,5,5,36,2,7.2,10
128,129,Bolivia,Latin America,5,5,12,2,2.4,6
129,130,Cambodia,Asiatic Region,4,4,3,0,0.75,4
130,131,Trinidad and Tobago,Latin America,4,4,13,0,3.25,12
131,132,Benin,Africa,4,4,2,1,0.5,6
132,133,North Korea,Asiatic Region,3,3,18,0,6.0,9
133,134,Papua New Guinea,Pacific Region,3,3,42,2,14.0,9
134,135,New Caledonia,Pacific Region,3,3,94,1,31.33,7
135,136,Mozambique,Africa,3,2,7,1,2.33,2
136,137,Malawi,Africa,3,2,7,0,2.33,4
137,138,Democratic Republic Congo,Africa,3,3,1,0,0.33,2
138,139,Mali,Africa,3,3,0,0,0.0,3
139,140,Dominican Republic,Latin America,2,2,2,0,1.0,3
140,141,Swaziland,Africa,2,2,3,1,1.5,6
141,142,Laos,Asiatic Region,2,2,2,0,1.0,5
142,143,Niger,Africa,2,2,14,0,7.0,3
143,144,Sierra Leone,Africa,2,2,17,2,8.5,3
144,145,Liechtenstein,Western Europe,2,2,7,4,3.5,10
145,146,French Polynesia,Pacific Region,2,2,21,1,10.5,2
146,147,British Indian Ocean Territory,Africa,1,1,0,0,0.0,0
147,148,Bermuda,Latin America,1,1,6,0,6.0,1
148,149,Burundi,Africa,1,1,0,0,0.0,4
149,150,Côte d’Ivoire,Africa,1,1,1,1,1.0,4
150,151,Cape Verde,Africa,1,1,2,0,2.0,1
151,152,Guyana,Latin America,1,1,3,0,3.0,2
152,153,Madagascar,Africa,1,1,0,0,0.0,3
153,154,Republic of South Sudan,Africa,1,1,2,0,2.0,1
154,155,Gambia,Africa,1,1,0,0,0.0,1
155,156,Timor-Leste,Asiatic Region,1,1,1,0,1.0,1
156,157,Congo,Africa,1,0,7,0,7.0,2
157,158,Bhutan,Asiatic Region,1,1,2,0,2.0,5
158,159,Angola,Africa,1,1,0,0,0.0,2
159,160,Nicaragua,Latin America,1,1,0,0,0.0,2
160,161,Vatican City State,Western Europe,1,0,1,0,1.0,1
161,162,Mauritania,Africa,1,1,8,0,8.0,1
162,163,Zambia,Africa,1,1,4,0,4.0,6
163,164,Reunion,Africa,1,1,0,0,0.0,1
