,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
85,86,Ecuador,Latin America,2,2,0,0,0.0,30
86,87,Monaco,Western Europe,2,2,2,0,1.0,1
87,88,Mongolia,Asiatic Region,2,2,0,0,0.0,7
88,89,Iraq,Middle East,2,2,2,0,1.0,45
89,90,Fiji,Pacific Region,2,2,54,15,27.0,21
90,91,Cameroon,Africa,2,2,5,3,2.5,17
91,92,Belarus,Eastern Europe,2,2,48,1,24.0,21
92,93,Botswana,Africa,2,2,117,4,58.5,12
93,94,Bhutan,Asiatic Region,2,2,6,1,3.0,5
94,95,Bahrain,Middle East,2,2,23,0,11.5,20
95,96,Yemen,Middle East,2,2,0,0,0.0,23
96,97,Armenia,Eastern Europe,2,2,6,6,3.0,9
97,98,Liechtenstein,Western Europe,1,1,0,0,0.0,10
98,99,Uruguay,Latin America,1,1,0,0,0.0,20
99,100,Syrian Arab Republic,Middle East,1,1,69,0,69.0,17
100,101,Myanmar,Asiatic Region,1,1,0,0,0.0,13
101,102,Montenegro,Eastern Europe,1,1,10,1,10.0,11
102,103,Bolivia,Latin America,1,1,0,0,0.0,6
103,104,Zambia,Africa,1,1,1,0,1.0,6
104,105,Paraguay,Latin America,1,1,3,2,3.0,11
105,106,Ghana,Africa,1,1,0,0,0.0,19
106,107,Mauritius,Africa,1,1,15,0,15.0,12
107,108,Palestine,Middle East,1,1,110,1,110.0,38
108,109,Peru,Latin America,1,1,0,0,0.0,21
109,110,Sudan,Africa,1,1,3,0,3.0,14
110,111,Namibia,Africa,1,1,2,0,2.0,15
111,112,Cayman Islands,Latin America,1,1,0,0,0.0,0
